term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,dfidf,mean_tfidf
pure-white,2,1.7884816416830684e-06,19.092833259818953,10,JJ,1,{'JJ'},0,pure-whit,pure-whit,pure-whit,3.995646161491451,9.819865578730715e-05
tweezers,2,1.7884816416830684e-06,19.092833259818953,8,NNS,1,{'NNS'},0,tweezer,tweezer,tweez,3.995646161491451,7.750901888932422e-05
bred,2,1.7884816416830684e-06,19.092833259818953,4,VBD,2,"{'VBN', 'VBD'}",0,bred,bred,bred,3.995646161491451,0.00011736482629503754
toyed,2,1.7884816416830684e-06,19.092833259818953,5,VBD,2,"{'VBN', 'VBD'}",0,toy,toy,toy,3.995646161491451,0.00011204147162202627
supportive,2,1.7884816416830684e-06,19.092833259818953,10,JJ,1,{'JJ'},0,support,support,support,3.995646161491451,5.8512833944656066e-05
unfounded,2,1.7884816416830684e-06,19.092833259818953,9,JJ,2,"{'JJ', 'VBN'}",0,unfound,unfound,unfound,3.995646161491451,0.0001086293393814387
bashir,2,1.7884816416830684e-06,19.092833259818953,6,NNP,1,{'NNP'},0,bashir,bashir,bashir,3.995646161491451,7.411879112620175e-05
disapparition,2,1.7884816416830684e-06,19.092833259818953,13,NNP,1,{'NNP'},0,disapparit,disapparit,disapparit,3.995646161491451,0.00010178312760026725
breakdown,2,1.7884816416830684e-06,19.092833259818953,9,NN,1,{'NN'},0,breakdown,breakdown,breakdown,3.995646161491451,7.719661809384417e-05
augusta,2,1.7884816416830684e-06,19.092833259818953,7,NNP,1,{'NNP'},0,augusta,augusta,august,3.995646161491451,7.850879345881806e-05
lantern-,2,1.7884816416830684e-06,19.092833259818953,8,JJ,1,{'JJ'},0,lantern-,lantern-,lantern-,3.995646161491451,5.8506125463234696e-05
sapphires,2,1.7884816416830684e-06,19.092833259818953,9,NNS,1,{'NNS'},0,sapphir,sapphir,sapphir,3.995646161491451,7.656651577005465e-05
loyalties,2,1.7884816416830684e-06,19.092833259818953,9,NNS,1,{'NNS'},0,loyalti,loyalti,loyal,3.995646161491451,0.00010290294762635019
single-,2,1.7884816416830684e-06,19.092833259818953,7,NN,1,{'NN'},0,single-,single-,single-,3.995646161491451,0.0001049276828122755
hedgehog,2,1.7884816416830684e-06,19.092833259818953,8,NN,1,{'NN'},0,hedgehog,hedgehog,hedgehog,3.995646161491451,6.19919976727994e-05
caressing,2,1.7884816416830684e-06,19.092833259818953,9,VBG,1,{'VBG'},0,caress,caress,caress,3.995646161491451,8.242789282944048e-05
dillonsby,2,1.7884816416830684e-06,19.092833259818953,9,NNP,1,{'NNP'},0,dillonsbi,dillonsbi,dillonsby,3.995646161491451,0.00010145526862052788
nice-looking,2,1.7884816416830684e-06,19.092833259818953,12,JJ,1,{'JJ'},0,nice-look,nice-look,nice-looking,3.995646161491451,6.827799673922757e-05
turnin,2,1.7884816416830684e-06,19.092833259818953,6,JJ,2,"{'JJ', 'NN'}",0,turnin,turnin,turnin,3.995646161491451,8.71966109031136e-05
ivor,2,1.7884816416830684e-06,19.092833259818953,4,NNP,1,{'NNP'},0,ivor,ivor,iv,3.995646161491451,0.00010145526862052788
orblike,2,1.7884816416830684e-06,19.092833259818953,7,IN,2,"{'JJ', 'IN'}",0,orblik,orblik,orblik,3.995646161491451,7.02824921495541e-05
spotty,2,1.7884816416830684e-06,19.092833259818953,6,JJ,1,{'JJ'},0,spotti,spotti,spotty,3.995646161491451,8.226236273933933e-05
challenger,2,1.7884816416830684e-06,19.092833259818953,10,NN,1,{'NN'},0,challeng,challeng,challeng,2.298853076409707,5.398142761493699e-05
anti-dark,2,1.7884816416830684e-06,19.092833259818953,9,JJ,2,"{'JJ', 'NNP'}",0,anti-dark,anti-dark,anti-dark,3.995646161491451,0.0001087975895132031
pencil-like,2,1.7884816416830684e-06,19.092833259818953,11,JJ,1,{'JJ'},0,pencil-lik,pencil-lik,pencil-like,3.995646161491451,6.119714195629948e-05
closeness,2,1.7884816416830684e-06,19.092833259818953,9,NN,1,{'NN'},0,close,close,clos,3.995646161491451,9.15862674205469e-05
reunion,2,1.7884816416830684e-06,19.092833259818953,7,NN,1,{'NN'},0,reunion,reunion,reun,3.995646161491451,5.173608837341582e-05
-know-,2,1.7884816416830684e-06,19.092833259818953,6,VBP,1,{'VBP'},0,-know-,-know-,-know-,3.995646161491451,5.9652601896072125e-05
dabbled,2,1.7884816416830684e-06,19.092833259818953,7,VBD,1,{'VBD'},0,dabbl,dabbl,dabbl,2.298853076409707,9.915901724975552e-05
sneeringly,2,1.7884816416830684e-06,19.092833259818953,10,RB,1,{'RB'},0,sneeringli,sneer,sne,3.995646161491451,4.924629752328968e-05
recklessness,2,1.7884816416830684e-06,19.092833259818953,12,NN,1,{'NN'},0,reckless,reckless,reckless,3.995646161491451,6.969745065983696e-05
sonorusl,2,1.7884816416830684e-06,19.092833259818953,8,NNP,1,{'NNP'},0,sonorusl,sonorusl,sonorusl,3.995646161491451,5.1382821382819864e-05
boredom,2,1.7884816416830684e-06,19.092833259818953,7,NN,1,{'NN'},0,boredom,boredom,boredom,3.995646161491451,8.826363808295883e-05
hot-headedness,2,1.7884816416830684e-06,19.092833259818953,14,NN,1,{'NN'},0,hot-headed,hot-headed,hot-headedness,2.298853076409707,7.28834417009244e-05
discordant,2,1.7884816416830684e-06,19.092833259818953,10,JJ,1,{'JJ'},0,discord,discord,discord,3.995646161491451,5.4713802949532435e-05
d-d-don,2,1.7884816416830684e-06,19.092833259818953,7,NNP,2,"{'VBP', 'NNP'}",0,d-d-don,d-d-don,d-d-don,3.995646161491451,9.373123052385104e-05
blokes,2,1.7884816416830684e-06,19.092833259818953,6,NNS,1,{'NNS'},0,bloke,bloke,blok,3.995646161491451,6.277950412053735e-05
prising,2,1.7884816416830684e-06,19.092833259818953,7,VBG,1,{'VBG'},0,prise,prise,pris,3.995646161491451,0.00010155940137894127
specifically,2,1.7884816416830684e-06,19.092833259818953,12,RB,1,{'RB'},0,specif,specif,spec,3.995646161491451,0.00011750569326122624
surfaced,2,1.7884816416830684e-06,19.092833259818953,8,VBD,1,{'VBD'},0,surfac,surfac,surfac,3.995646161491451,9.067765644493487e-05
filtered,2,1.7884816416830684e-06,19.092833259818953,8,VBD,2,"{'VBN', 'VBD'}",0,filter,filter,filt,3.995646161491451,5.44140146085283e-05
brightening,2,1.7884816416830684e-06,19.092833259818953,11,NN,2,"{'NN', 'VBG'}",0,brighten,brighten,bright,3.995646161491451,0.00010124430664902496
apparates,2,1.7884816416830684e-06,19.092833259818953,9,NNPS,2,"{'VBZ', 'NNPS'}",0,appar,appar,app,3.995646161491451,8.66713804461121e-05
maniacs,2,1.7884816416830684e-06,19.092833259818953,7,NN,2,"{'NN', 'NNS'}",0,maniac,maniac,maniac,3.995646161491451,9.79559383931461e-05
quash,2,1.7884816416830684e-06,19.092833259818953,5,VB,1,{'VB'},0,quash,quash,quash,3.995646161491451,0.00010484981277633002
oval,2,1.7884816416830684e-06,19.092833259818953,4,JJ,2,"{'JJ', 'NN'}",0,oval,oval,ov,3.995646161491451,5.666066370522985e-05
blabbed,2,1.7884816416830684e-06,19.092833259818953,7,VBN,1,{'VBN'},0,blab,blab,blab,3.995646161491451,7.396242833381934e-05
naive,2,1.7884816416830684e-06,19.092833259818953,5,JJ,1,{'JJ'},0,naiv,naiv,naiv,3.995646161491451,5.9955846785885116e-05
advertisements,2,1.7884816416830684e-06,19.092833259818953,14,NNS,1,{'NNS'},0,advertis,advertis,advert,3.995646161491451,5.962295830707582e-05
pierce,2,1.7884816416830684e-06,19.092833259818953,6,VB,1,{'VB'},0,pierc,pierc,pierc,3.995646161491451,8.978165005826469e-05
potter-dumbledore,2,1.7884816416830684e-06,19.092833259818953,17,NN,1,{'NN'},0,potter-dumbledor,potter-dumbledor,potter-dumbledore,2.298853076409707,9.915901724975552e-05
pursuer,2,1.7884816416830684e-06,19.092833259818953,7,NN,1,{'NN'},0,pursuer,pursuer,pursu,2.298853076409707,9.87352607657822e-05
gladrags,2,1.7884816416830684e-06,19.092833259818953,8,NNP,1,{'NNP'},0,gladrag,gladrag,gladr,3.995646161491451,5.764790160616862e-05
wizardwear,2,1.7884816416830684e-06,19.092833259818953,10,NNP,1,{'NNP'},0,wizardwear,wizardwear,wizardwear,3.995646161491451,5.764790160616862e-05
ctd,2,1.7884816416830684e-06,19.092833259818953,3,NN,2,"{'VB', 'NN'}",0,ctd,ctd,ctd,2.298853076409707,9.316149604513319e-05
tomato,2,1.7884816416830684e-06,19.092833259818953,6,NN,1,{'NN'},0,tomato,tomato,tomato,3.995646161491451,7.040617197174871e-05
displeases,2,1.7884816416830684e-06,19.092833259818953,10,VBZ,1,{'VBZ'},0,displeas,displeas,displeas,3.995646161491451,7.677884362132482e-05
thigh,2,1.7884816416830684e-06,19.092833259818953,5,JJ,2,"{'JJ', 'NN'}",0,thigh,thigh,thigh,3.995646161491451,8.964381277341032e-05
mower,2,1.7884816416830684e-06,19.092833259818953,5,NN,1,{'NN'},0,mower,mower,mow,3.995646161491451,0.00011690564612940566
frightenin,2,1.7884816416830684e-06,19.092833259818953,10,NN,2,"{'NN', 'NNP'}",0,frightenin,frightenin,frightenin,3.995646161491451,9.624844955877015e-05
clubbed,2,1.7884816416830684e-06,19.092833259818953,7,VBN,1,{'VBN'},0,club,club,club,3.995646161491451,6.871518542802402e-05
unsaid,2,1.7884816416830684e-06,19.092833259818953,6,JJ,1,{'JJ'},0,unsaid,unsaid,unsaid,3.995646161491451,6.748548284847935e-05
paradise,2,1.7884816416830684e-06,19.092833259818953,8,NN,1,{'NN'},0,paradis,paradis,parad,3.995646161491451,0.00010162250407500514
employed,2,1.7884816416830684e-06,19.092833259818953,8,VBN,1,{'VBN'},0,employ,employ,employ,3.995646161491451,7.082429059038952e-05
damper,2,1.7884816416830684e-06,19.092833259818953,6,NN,1,{'NN'},0,damper,damper,damp,3.995646161491451,7.78511460136118e-05
meander,2,1.7884816416830684e-06,19.092833259818953,7,NN,2,"{'VB', 'NN'}",0,meander,meander,meand,3.995646161491451,6.271723506638575e-05
propping,2,1.7884816416830684e-06,19.092833259818953,8,VBG,1,{'VBG'},0,prop,prop,prop,3.995646161491451,6.742386118911321e-05
featuring,2,1.7884816416830684e-06,19.092833259818953,9,VBG,1,{'VBG'},0,featur,featur,feat,3.995646161491451,5.7073652387604544e-05
enclose,2,1.7884816416830684e-06,19.092833259818953,7,VB,2,"{'VB', 'VBP'}",0,enclos,enclos,enclos,3.995646161491451,6.586384500441219e-05
eliminated,2,1.7884816416830684e-06,19.092833259818953,10,VBN,1,{'VBN'},0,elimin,elimin,elimin,3.995646161491451,8.246149312948772e-05
shooed,2,1.7884816416830684e-06,19.092833259818953,6,VBD,1,{'VBD'},0,shoo,shoo,shoo,3.995646161491451,0.00010414871794420094
undulating,2,1.7884816416830684e-06,19.092833259818953,10,VBG,1,{'VBG'},0,undul,undul,und,3.995646161491451,5.9347720246116714e-05
flay,2,1.7884816416830684e-06,19.092833259818953,4,NN,2,"{'VB', 'NN'}",0,flay,flay,flay,3.995646161491451,0.00011127858958715785
whittled,2,1.7884816416830684e-06,19.092833259818953,8,VBD,2,"{'VBN', 'VBD'}",0,whittl,whittl,whittl,3.995646161491451,7.423511641339365e-05
hedgehogs,2,1.7884816416830684e-06,19.092833259818953,9,NN,2,"{'NNS', 'NN'}",0,hedgehog,hedgehog,hedgehog,3.995646161491451,6.5087253400601e-05
freezer,2,1.7884816416830684e-06,19.092833259818953,7,NN,1,{'NN'},0,freezer,freezer,freez,3.995646161491451,0.00011727869527061097
ethereal,2,1.7884816416830684e-06,19.092833259818953,8,JJ,2,"{'JJ', 'NN'}",0,ether,ether,eth,3.995646161491451,6.806465995400055e-05
inspectin,2,1.7884816416830684e-06,19.092833259818953,9,JJ,2,"{'JJ', 'NN'}",0,inspectin,inspectin,inspectin,2.298853076409707,9.316149604513319e-05
snowballs,2,1.7884816416830684e-06,19.092833259818953,9,NNS,1,{'NNS'},0,snowbal,snowbal,snowbal,3.995646161491451,7.542101132498248e-05
probes,2,1.7884816416830684e-06,19.092833259818953,6,NNP,1,{'NNP'},0,probe,probe,prob,2.298853076409707,5.180280497576913e-05
mediterranean,2,1.7884816416830684e-06,19.092833259818953,13,NNP,1,{'NNP'},0,mediterranean,mediterranean,mediter,3.995646161491451,7.931010062274845e-05
downside,2,1.7884816416830684e-06,19.092833259818953,8,NN,1,{'NN'},0,downsid,downsid,downsid,3.995646161491451,9.037918411670163e-05
baleful,2,1.7884816416830684e-06,19.092833259818953,7,JJ,1,{'JJ'},0,bale,bale,bal,3.995646161491451,9.340296244595953e-05
swiped,2,1.7884816416830684e-06,19.092833259818953,6,VBD,1,{'VBD'},0,swipe,swipe,swip,3.995646161491451,5.312585043483904e-05
revolt,2,1.7884816416830684e-06,19.092833259818953,6,NN,2,"{'NN', 'VBP'}",0,revolt,revolt,revolt,3.995646161491451,6.431702321267407e-05
troops,2,1.7884816416830684e-06,19.092833259818953,6,NNS,1,{'NNS'},0,troop,troop,troop,3.995646161491451,6.204863441716182e-05
lordship,2,1.7884816416830684e-06,19.092833259818953,8,NNP,1,{'NNP'},0,lordship,lordship,lord,2.298853076409707,7.779141757304052e-05
neptunes,2,1.7884816416830684e-06,19.092833259818953,8,NNPS,1,{'NNPS'},0,neptun,neptun,neptun,2.298853076409707,0.00011787781132241344
buys,2,1.7884816416830684e-06,19.092833259818953,4,VBZ,1,{'VBZ'},0,buy,buy,buy,3.995646161491451,9.539023058258142e-05
gloss,2,1.7884816416830684e-06,19.092833259818953,5,VB,1,{'VB'},0,gloss,gloss,gloss,3.995646161491451,9.632813839989418e-05
chimaera,2,1.7884816416830684e-06,19.092833259818953,8,NN,1,{'NN'},0,chimaera,chimaera,chimaer,3.995646161491451,5.6832601858237795e-05
covertly,2,1.7884816416830684e-06,19.092833259818953,8,RB,1,{'RB'},0,covertli,covert,covert,3.995646161491451,0.00017674088377604626
timetables,2,1.7884816416830684e-06,19.092833259818953,10,NNS,1,{'NNS'},0,timet,timet,timet,3.995646161491451,9.813365213270091e-05
horse-faced,2,1.7884816416830684e-06,19.092833259818953,11,JJ,1,{'JJ'},0,horse-fac,horse-fac,horse-faced,3.995646161491451,0.0001376462646052322
incoherently,2,1.7884816416830684e-06,19.092833259818953,12,RB,1,{'RB'},0,incoher,incoher,incoh,3.995646161491451,5.5915419129795136e-05
tactful,2,1.7884816416830684e-06,19.092833259818953,7,JJ,1,{'JJ'},0,tact,tact,tact,3.995646161491451,0.00018555980688995697
rampart,2,1.7884816416830684e-06,19.092833259818953,7,NN,1,{'NN'},0,rampart,rampart,rampart,3.995646161491451,6.820840860273801e-05
builder,2,1.7884816416830684e-06,19.092833259818953,7,NN,1,{'NN'},0,builder,builder,build,3.995646161491451,0.00010823267559767346
uncomprehendingly,2,1.7884816416830684e-06,19.092833259818953,17,RB,1,{'RB'},0,uncomprehendingli,uncomprehend,uncomprehend,3.995646161491451,7.03281453954726e-05
great-great-granddaughter,2,1.7884816416830684e-06,19.092833259818953,25,NN,1,{'NN'},0,great-great-granddaught,great-great-granddaught,great-great-granddaughter,3.995646161491451,6.806465995400055e-05
dumby,2,1.7884816416830684e-06,19.092833259818953,5,NNP,1,{'NNP'},0,dumbi,dumbi,dumby,2.298853076409707,0.00010696319916293071
slashes,2,1.7884816416830684e-06,19.092833259818953,7,NNS,1,{'NNS'},0,slash,slash,slash,3.995646161491451,6.469165111981111e-05
rambling,2,1.7884816416830684e-06,19.092833259818953,8,VBG,1,{'VBG'},0,rambl,rambl,rambl,3.995646161491451,7.950073141583851e-05
coulda,2,1.7884816416830684e-06,19.092833259818953,6,NN,2,"{'NN', 'NNP'}",0,coulda,coulda,could,3.995646161491451,9.551482559557187e-05
disbanded,2,1.7884816416830684e-06,19.092833259818953,9,VBD,2,"{'VBN', 'VBD'}",0,disband,disband,disband,3.995646161491451,0.00011831921037237444
strands,2,1.7884816416830684e-06,19.092833259818953,7,NNS,1,{'NNS'},0,strand,strand,strands,3.995646161491451,8.006957700224635e-05
regrown,2,1.7884816416830684e-06,19.092833259818953,7,VBN,2,"{'VBP', 'VBN'}",0,regrown,regrown,regrown,3.995646161491451,0.00012532948645080017
bat-,2,1.7884816416830684e-06,19.092833259818953,4,JJ,2,"{'JJ', 'NNP'}",0,bat-,bat-,bat-,3.995646161491451,0.00010717166621237442
half-expecting,2,1.7884816416830684e-06,19.092833259818953,14,JJ,1,{'JJ'},0,half-expect,half-expect,half-expecting,3.995646161491451,0.00012719556425216198
quickening,2,1.7884816416830684e-06,19.092833259818953,10,JJ,2,"{'JJ', 'NN'}",0,quicken,quicken,quick,3.995646161491451,5.93375071661558e-05
reducio,2,1.7884816416830684e-06,19.092833259818953,7,NNP,1,{'NNP'},0,reducio,reducio,reducio,3.995646161491451,9.021696851162443e-05
laughable,2,1.7884816416830684e-06,19.092833259818953,9,JJ,1,{'JJ'},0,laughabl,laughabl,laugh,3.995646161491451,0.00012411424152196252
formless,2,1.7884816416830684e-06,19.092833259818953,8,NN,1,{'NN'},0,formless,formless,formless,3.995646161491451,0.00012695251461343227
abnormality,2,1.7884816416830684e-06,19.092833259818953,11,NN,2,"{'NN', 'NNP'}",0,abnorm,abnorm,abnorm,3.995646161491451,0.0001376462646052322
disconcerting,2,1.7884816416830684e-06,19.092833259818953,13,JJ,2,"{'JJ', 'VBG'}",0,disconcert,disconcert,disconcert,3.995646161491451,0.00011987875551998417
1875,2,1.7884816416830684e-06,19.092833259818953,4,CD,1,{'CD'},0,1875,1875,1875,3.995646161491451,0.00012139814787254623
marred,2,1.7884816416830684e-06,19.092833259818953,6,VBN,1,{'VBN'},0,mar,mar,mar,3.995646161491451,7.313018621464422e-05
afflictions,2,1.7884816416830684e-06,19.092833259818953,11,NNP,1,{'NNP'},0,afflict,afflict,afflict,2.298853076409707,0.00019094257040655398
commence,2,1.7884816416830684e-06,19.092833259818953,8,NN,2,"{'VB', 'NN'}",0,commenc,commenc,com,3.995646161491451,9.377754042035492e-05
thumbscrews,2,1.7884816416830684e-06,19.092833259818953,11,NNS,1,{'NNS'},0,thumbscrew,thumbscrew,thumbscrew,3.995646161491451,9.408687521255203e-05
gabbled,2,1.7884816416830684e-06,19.092833259818953,7,VBD,1,{'VBD'},0,gabbl,gabbl,gabbl,3.995646161491451,9.56146630238661e-05
survey,2,1.7884816416830684e-06,19.092833259818953,6,NN,1,{'NN'},0,survey,survey,survey,3.995646161491451,0.0001211418091946643
piglike,2,1.7884816416830684e-06,19.092833259818953,7,JJ,1,{'JJ'},0,piglik,piglik,piglik,3.995646161491451,8.26967053268395e-05
travesty,2,1.7884816416830684e-06,19.092833259818953,8,NN,1,{'NN'},0,travesti,travesti,travesty,3.995646161491451,7.071163234375469e-05
after-,2,1.7884816416830684e-06,19.092833259818953,6,JJ,1,{'JJ'},0,after-,after-,after-,3.995646161491451,0.0001108639019199959
stretchers,2,1.7884816416830684e-06,19.092833259818953,10,NNS,1,{'NNS'},0,stretcher,stretcher,stretchers,2.298853076409707,5.939344735011062e-05
waxwork,2,1.7884816416830684e-06,19.092833259818953,7,NN,1,{'NN'},0,waxwork,waxwork,waxwork,3.995646161491451,6.599579383608013e-05
union,2,1.7884816416830684e-06,19.092833259818953,5,NN,1,{'NN'},0,union,union,un,3.995646161491451,7.725735412447223e-05
rhinoceros,2,1.7884816416830684e-06,19.092833259818953,10,NN,1,{'NN'},0,rhinocero,rhinocero,rhinocero,3.995646161491451,0.0001416718117256245
bucking,2,1.7884816416830684e-06,19.092833259818953,7,NN,1,{'NN'},0,buck,buck,buck,3.995646161491451,6.730591969342196e-05
snagged,2,1.7884816416830684e-06,19.092833259818953,7,VBD,1,{'VBD'},0,snag,snag,snag,3.995646161491451,6.25683340419568e-05
deciphered,2,1.7884816416830684e-06,19.092833259818953,10,VBD,2,"{'VBN', 'VBD'}",0,deciph,deciph,deciph,3.995646161491451,9.219776293052779e-05
lightning-bolt,2,1.7884816416830684e-06,19.092833259818953,14,JJ,1,{'JJ'},0,lightning-bolt,lightning-bolt,lightning-bolt,3.995646161491451,0.00010508254230602461
capering,2,1.7884816416830684e-06,19.092833259818953,8,VBG,1,{'VBG'},0,caper,caper,cap,3.995646161491451,5.956896932582305e-05
consorting,2,1.7884816416830684e-06,19.092833259818953,10,VBG,1,{'VBG'},0,consort,consort,consort,3.995646161491451,4.831766798598919e-05
rode,2,1.7884816416830684e-06,19.092833259818953,4,NN,2,"{'NN', 'VBP'}",0,rode,rode,rod,3.995646161491451,8.301471073045365e-05
unhampered,2,1.7884816416830684e-06,19.092833259818953,10,VBD,2,"{'VBN', 'VBD'}",0,unhamp,unhamp,unhamp,3.995646161491451,6.742386118911321e-05
celestial,2,1.7884816416830684e-06,19.092833259818953,9,JJ,1,{'JJ'},0,celesti,celesti,celest,3.995646161491451,8.854184172386497e-05
know\,2,1.7884816416830684e-06,19.092833259818953,5,VBP,1,{'VBP'},0,know\,know\,know\,2.298853076409707,5.180280497576913e-05
mortally,2,1.7884816416830684e-06,19.092833259818953,8,RB,1,{'RB'},0,mortal,mortal,mort,3.995646161491451,0.0001027502050854571
crevice,2,1.7884816416830684e-06,19.092833259818953,7,NN,1,{'NN'},0,crevic,crevic,crev,3.995646161491451,4.805499114215929e-05
mystic,2,1.7884816416830684e-06,19.092833259818953,6,JJ,1,{'JJ'},0,mystic,mystic,myst,3.995646161491451,6.806465995400055e-05
thirty-nine,2,1.7884816416830684e-06,19.092833259818953,11,CD,2,"{'CD', 'NNP'}",0,thirty-nin,thirty-nin,thirty-nine,3.995646161491451,9.499001771063829e-05
gordon,2,1.7884816416830684e-06,19.092833259818953,6,NNP,1,{'NNP'},0,gordon,gordon,gordon,3.995646161491451,8.220078746277993e-05
attained,2,1.7884816416830684e-06,19.092833259818953,8,VBN,1,{'VBN'},0,attain,attain,attain,3.995646161491451,8.265330258719077e-05
animosity,2,1.7884816416830684e-06,19.092833259818953,9,NN,1,{'NN'},0,animos,animos,animos,3.995646161491451,8.401818247347197e-05
thudding,2,1.7884816416830684e-06,19.092833259818953,8,VBG,1,{'VBG'},0,thud,thud,thud,3.995646161491451,0.00011100110722221737
drowsing,2,1.7884816416830684e-06,19.092833259818953,8,JJ,2,"{'JJ', 'VBG'}",0,drows,drows,drows,3.995646161491451,7.242335170104544e-05
protesting,2,1.7884816416830684e-06,19.092833259818953,10,NN,2,"{'NN', 'VBG'}",0,protest,protest,protest,3.995646161491451,6.064781244548816e-05
welfare,2,1.7884816416830684e-06,19.092833259818953,7,NNP,1,{'NNP'},0,welfar,welfar,welf,3.995646161491451,8.740483630895039e-05
reprimanded,2,1.7884816416830684e-06,19.092833259818953,11,VBN,1,{'VBN'},0,reprimand,reprimand,reprimand,3.995646161491451,8.09438052931855e-05
dismounting,2,1.7884816416830684e-06,19.092833259818953,11,VBG,1,{'VBG'},0,dismount,dismount,dismount,3.995646161491451,7.765628359195912e-05
wealthy,2,1.7884816416830684e-06,19.092833259818953,7,JJ,2,"{'JJ', 'NN'}",0,wealthi,wealthi,wealthy,2.298853076409707,7.779141757304052e-05
intoned,2,1.7884816416830684e-06,19.092833259818953,7,VBD,1,{'VBD'},0,inton,inton,inton,3.995646161491451,6.378623785030454e-05
ornaments,2,1.7884816416830684e-06,19.092833259818953,9,NNS,1,{'NNS'},0,ornament,ornament,orna,3.995646161491451,7.086573150738607e-05
exceeded,2,1.7884816416830684e-06,19.092833259818953,8,VBD,2,"{'VBN', 'VBD'}",0,exceed,exceed,excess,3.995646161491451,8.443818831952352e-05
untarnished,2,1.7884816416830684e-06,19.092833259818953,11,JJ,1,{'JJ'},0,untarnish,untarnish,untarn,3.995646161491451,8.170683329029327e-05
